"","chromosome","start","end","Adult_MO1","Adult_MO2","Adult_MO3","Adult_MO4","Adult_MO5"
"6877","chr2",86745457,86749321,287,949,385,1134,274
"6878","chr2",86751846,86755403,574,1305,605,1636,564
"6879","chr2",86759383,86761759,230,616,271,630,186
"6880","chr2",86764337,86765236,69,159,126,232,63
"6881","chr2",88010128,88014318,973,1578,758,1906,978
"6882","chr2",88015558,88020217,875,1776,707,1852,655
"6883","chr2",88048379,88049047,84,219,73,178,91
"6884","chr2",88053057,88056473,556,1310,596,1191,616
"6885","chr2",88060379,88061492,125,248,116,270,133
"6886","chr2",88076973,88077654,113,170,81,217,106
"6887","chr2",88081724,88084653,1248,1791,1213,1961,1365
"6888","chr2",88114844,88115309,73,197,83,111,74
"6889","chr2",88134647,88138220,961,1200,594,1737,606
"6890","chr2",88165104,88167083,724,707,390,1377,328
"6891","chr2",88170034,88171215,305,327,256,310,174
"6892","chr2",88626919,88628400,198,571,140,427,204
"6893","chr2",88691134,88692298,84,275,88,197,73
"6894","chr2",95007413,95008668,298,334,217,597,176
"6895","chr2",95010073,95011222,185,320,167,456,173
"6896","chr2",95011743,95037861,8674,11626,8074,18779,7530
"6897","chr2",95039408,95064903,8332,10313,7541,16383,6856
"6898","chr2",95067964,95070089,357,521,343,888,318
"6899","chr2",95071337,95080094,3265,3917,2675,6064,2457
"6900","chr2",95102673,95103521,102,156,49,195,53
"6901","chr2",95109195,95110472,193,286,118,433,110
"6902","chr2",95114810,95115872,82,206,73,232,77
"6903","chr2",95121113,95122419,263,495,233,558,212
"6904","chr2",95158422,95161687,374,1006,392,894,402
"6905","chr2",95165077,95166374,290,474,247,532,275
"6906","chr2",95206835,95208154,311,510,257,518,211
"6907","chr2",95230612,95232709,140,254,141,401,150
"6908","chr2",95264442,95265507,244,330,231,423,139
"6909","chr2",95292082,95292530,33,70,40,75,36
"6910","chr2",95296312,95298550,110,177,132,283,116
"6911","chr2",95303230,95304377,82,141,91,156,78
"6912","chr2",95308168,95309538,215,343,195,462,161
"6913","chr2",95309881,95317572,1923,2754,1612,4144,1743
"6914","chr2",95330404,95331055,59,124,69,144,37
"6915","chr2",95402148,95403657,166,363,170,368,161
"6916","chr2",95434066,95434973,172,232,150,196,86
"6917","chr2",95526042,95527178,233,332,273,361,115
"6918","chr2",95574830,95575618,96,227,152,171,87
"6919","chr2",95641744,95642655,80,138,88,208,60
"6920","chr2",95682601,95683062,54,99,33,110,23
"6921","chr2",95773553,95774276,80,136,178,286,106
"6922","chr2",95774957,95775399,74,102,82,190,40
"6923","chr2",96070379,96074263,1049,1144,554,2703,576
"6924","chr2",96089990,96090776,161,154,122,387,92
"6925","chr2",96161987,96162700,70,116,90,220,73
"6926","chr2",96162885,96165371,883,1170,717,1656,494
"6927","chr2",96194651,96196873,164,482,247,512,189
"6928","chr2",96198871,96201461,177,364,161,472,110
"6929","chr2",96201853,96206531,786,1193,691,2088,612
"6930","chr2",96206923,96210491,689,1108,693,1494,548
"6931","chr2",96241777,96242998,301,708,312,836,232
"6932","chr2",96260565,96261096,49,155,57,159,42
"6933","chr2",96265508,96266719,142,179,102,186,64
"6934","chr2",96305176,96305939,104,144,74,202,95
"6935","chr2",96334599,96336389,219,450,197,413,123
"6936","chr2",96352878,96353458,48,105,38,129,38
"6937","chr2",96359237,96360002,73,257,60,256,93
"6938","chr2",96368658,96370136,219,569,202,589,206
"6939","chr2",96393709,96395305,192,555,164,362,279
"6940","chr2",96404212,96406133,156,560,168,583,233
"6941","chr2",96406853,96410475,1060,1672,839,2473,990
"6942","chr2",96412817,96413706,122,277,130,353,124
"6943","chr2",96538204,96538882,66,91,40,100,34
"6944","chr2",96596136,96599666,841,1285,540,1679,480
"6945","chr2",96606034,96607359,119,291,166,312,94
"6946","chr2",96622632,96624098,237,425,268,528,171
"6947","chr2",96625679,96626721,110,214,83,293,66
"6948","chr2",96636367,96638732,276,412,214,562,173
"6949","chr2",96739364,96740638,215,217,134,483,163
"6950","chr2",96760514,96761725,237,273,185,377,103
"6951","chr2",96762600,96764510,207,355,130,495,177
"6952","chr2",96769767,96770327,66,152,70,154,64
"6953","chr2",96787601,96789583,537,863,396,1159,280
"6954","chr2",96809050,96812585,771,1126,570,1681,472
"6955","chr2",96815242,96817992,594,638,547,1151,393
"6956","chr2",96818525,96821752,328,738,299,874,236
"6957","chr2",96856500,96871679,3069,4759,2955,7243,2433
"6958","chr2",96873107,96876573,481,1004,482,1000,306
"6959","chr2",96887210,96889947,1023,1030,819,2019,700
"6960","chr2",96890359,96891972,209,334,143,413,179
"6961","chr2",96892323,96898336,1534,2370,1534,3348,1090
"6962","chr2",96903576,96904112,44,101,70,130,58
"6963","chr2",96906497,96908003,292,314,238,386,111
"6964","chr2",96909286,96911972,559,702,416,970,286
"6965","chr2",96915938,96917610,309,414,322,641,216
"6966","chr2",96923434,96932749,3313,4246,3041,5652,2496
"6967","chr2",96933273,96935904,778,1191,617,1563,494
"6968","chr2",96939643,96941847,535,804,533,1054,543
"6969","chr2",96944178,96954854,4205,5406,3507,7608,3314
"6970","chr2",96959269,96960776,245,378,210,834,160
"6971","chr2",96968056,96973668,1205,2668,1089,3433,1093
"6972","chr2",96975453,96978728,695,1227,529,1637,523
"6973","chr2",96979347,96980097,64,220,71,250,97
"6974","chr2",96984371,96985439,101,253,108,300,65
"6975","chr2",97007925,97009152,204,418,231,583,169
"6976","chr2",97091675,97094268,265,743,235,577,168
"6977","chr2",97094971,97095608,142,178,100,224,71
"6978","chr2",97626870,97627514,51,89,84,174,50
"6979","chr2",97645083,97646561,409,495,312,725,371
"6980","chr2",97661660,97665681,632,1186,586,1532,555
"6981","chr2",97854413,97854904,64,130,32,105,37
"6982","chr2",97994858,97996676,630,870,388,812,314
"6983","chr2",98148715,98149689,189,414,214,433,188
"6984","chr2",98241305,98242931,249,620,253,562,261
"6985","chr2",98444492,98445819,71,109,80,150,86
"6986","chr2",98459081,98462235,62,249,102,174,176
"6987","chr2",98514791,98516039,64,152,68,86,46
"6988","chr2",98608022,98609650,327,599,270,501,182
"6989","chr2",98649108,98649840,122,122,64,203,52
"6990","chr2",98690091,98693017,522,897,260,713,329
"6991","chr2",98697238,98697719,117,106,32,114,43
"6992","chr2",98701084,98702810,308,516,172,548,162
"6993","chr2",98707199,98710329,868,1330,732,1310,706
"6994","chr2",98718262,98719021,100,182,70,145,70
"6995","chr2",98725932,98728513,375,682,333,781,253
"6996","chr2",98729308,98731943,487,667,378,778,295
"6997","chr2",98761086,98761904,118,280,141,218,98
"6998","chr2",99065700,99066936,90,215,160,298,60
"6999","chr2",99101156,99103509,366,983,334,831,355
"7000","chr2",99110483,99115130,1095,1905,914,2096,881
"7001","chr2",99116997,99117837,71,152,84,163,27
"7002","chr2",99140559,99142404,399,659,367,821,283
"7003","chr2",99152704,99156242,625,1406,479,1362,486
"7004","chr2",99180542,99181720,212,384,202,453,164
"7005","chr2",99221296,99223167,240,565,184,555,200
"7006","chr2",99335686,99338205,499,842,513,1062,476
"7007","chr2",99344761,99345405,40,110,32,110,39
"7008","chr2",99349179,99350015,47,119,60,121,44
"7009","chr2",99395665,99400984,1392,2146,1366,3220,801
"7010","chr2",99403208,99404399,107,193,124,358,83
"7011","chr2",99423935,99425559,320,359,162,475,153
"7012","chr2",99488543,99491152,786,924,702,1359,454
"7013","chr2",99615039,99615823,151,258,78,239,102
"7014","chr2",99662686,99663316,103,152,70,119,66
"7015","chr2",100041635,100042787,159,211,115,159,64
"7016","chr2",100283800,100284589,93,268,56,148,55
"7017","chr2",100320533,100321474,132,284,43,186,75
"7018","chr2",100412742,100414398,291,665,234,622,269
"7019","chr2",100415718,100418197,231,401,203,552,184
"7020","chr2",100513540,100514119,80,110,59,175,65
"7021","chr2",100524376,100524562,43,57,12,62,10
"7022","chr2",100539229,100539838,76,219,70,206,70
"7023","chr2",100547548,100550628,1324,1969,1078,2146,1249
"7024","chr2",100559074,100560410,161,233,88,264,101
"7025","chr2",100561275,100565894,1447,1958,1056,2889,1036
"7026","chr2",100566353,100567773,167,323,144,330,132
"7027","chr2",100580701,100581576,131,470,178,319,137
"7028","chr2",100603741,100604920,118,297,151,267,86
"7029","chr2",100924289,100925489,332,444,290,497,233
"7030","chr2",101001704,101003124,275,675,246,605,163
"7031","chr2",101064978,101065472,61,140,50,118,36
"7032","chr2",101252036,101253383,225,376,214,380,153
"7033","chr2",101264491,101264766,46,91,18,71,25
"7034","chr2",101299245,101301034,167,360,160,371,92
"7035","chr2",101304643,101309172,541,1264,433,1192,385
"7036","chr2",101329500,101331326,500,915,557,979,361
"7037","chr2",101339760,101340740,128,290,110,385,64
"7038","chr2",101342170,101345461,637,743,499,1311,299
"7039","chr2",101347873,101351720,1099,1785,742,2673,524
"7040","chr2",101355868,101356493,62,140,77,202,35
"7041","chr2",101385782,101387690,154,297,142,474,69
"7042","chr2",101473640,101475122,170,341,144,349,82
"7043","chr2",101518765,101520722,168,284,195,406,174
"7044","chr2",101524877,101525839,134,304,140,340,76
"7045","chr2",101527874,101529711,205,578,234,659,175
"7046","chr2",101531360,101539964,2610,4424,2690,5499,2446
"7047","chr2",101540543,101541065,61,139,82,142,75
"7048","chr2",101558323,101559859,385,547,353,971,202
"7049","chr2",101597510,101598217,76,209,80,204,81
"7050","chr2",101614416,101618418,602,1037,762,1251,467
"7051","chr2",101630595,101631155,46,102,103,94,32
"7052","chr2",101679033,101680160,190,299,163,316,126
"7053","chr2",101689278,101689842,52,248,71,215,72
"7054","chr2",101695087,101706138,2376,4737,2002,5570,2044
"7055","chr2",101707604,101712752,772,2101,699,2131,588
"7056","chr2",101715085,101718056,230,703,233,600,160
"7057","chr2",101718724,101719601,96,243,102,238,61
"7058","chr2",101720349,101748792,8377,13791,6760,17900,6648
"7059","chr2",101750476,101785562,10707,18700,8143,22562,8010
"7060","chr2",101785981,101833096,13707,22784,10958,29097,10479
"7061","chr2",101833868,101836109,303,499,241,573,167
"7062","chr2",101836704,101838877,295,603,267,644,168
"7063","chr2",101839029,101841437,262,431,234,609,164
"7064","chr2",101841962,101845035,532,952,441,1191,323
"7065","chr2",101846772,101851390,676,1191,468,1242,314
"7066","chr2",101852926,101853570,95,148,55,151,31
"7067","chr2",101854354,101855901,158,365,121,409,99
"7068","chr2",101856892,101861803,594,1238,534,1826,438
"7069","chr2",101863223,101866889,708,1134,472,1542,394
"7070","chr2",101871367,101871924,85,119,59,132,45
"7071","chr2",101872424,101872804,52,99,41,107,28
"7072","chr2",101875958,101877579,148,382,148,380,140
"7073","chr2",101879599,101880202,37,101,63,117,24
"7074","chr2",101880608,101883067,266,492,182,621,168
"7075","chr2",101883733,101884693,117,218,86,284,71
"7076","chr2",101892126,101894375,239,324,191,454,144
"7077","chr2",101894884,101896459,126,334,123,289,98
"7078","chr2",102225885,102229118,1062,1879,954,2319,692
"7079","chr2",102736624,102737250,43,103,38,56,35
"7080","chr2",102978647,102980409,326,542,249,554,224
"7081","chr2",103444658,103445699,99,99,57,90,54
"7082","chr2",103958843,103959599,24,72,32,95,42
"7083","chr2",104043619,104044545,14,46,28,95,19
"7084","chr2",104048423,104049602,16,38,12,56,26
"7085","chr2",104051271,104052947,35,126,71,142,34
"7086","chr2",104249480,104250147,38,190,104,107,23
"7087","chr2",104378751,104379629,195,367,227,332,168
"7088","chr2",104406198,104408974,462,1009,458,974,279
"7089","chr2",104415984,104417628,241,461,252,410,175
"7090","chr2",104422471,104423700,104,255,110,238,105
"7091","chr2",104426021,104440782,4336,6789,3853,7903,3439
"7092","chr2",104442347,104442590,27,67,15,54,10
"7093","chr2",104443876,104454674,3345,6824,3540,6965,3163
"7094","chr2",104464788,104480070,3290,5659,3425,6344,2689
"7095","chr2",104480375,104481792,113,186,123,256,73
"7096","chr2",104488110,104490635,75,271,98,289,102
"7097","chr2",104498804,104506393,1860,3172,1587,3318,1516
"7098","chr2",104583897,104584795,68,117,108,275,28
"7099","chr2",104658451,104659766,116,244,141,242,60
"7100","chr2",104701349,104702594,118,174,152,233,75
"7101","chr2",104755114,104755996,77,159,98,164,49
"7102","chr2",104758177,104758658,77,87,94,121,46
"7103","chr2",104788870,104789491,47,135,58,133,38
"7104","chr2",104831618,104832521,125,272,89,203,52
"7105","chr2",104833522,104837832,1011,1899,898,1900,627
"7106","chr2",104838182,104878132,13828,26099,13468,29342,11587
"7107","chr2",104929108,104931167,533,857,484,905,463
"7108","chr2",104931673,104932645,91,192,86,169,79
"7109","chr2",104944318,104946780,1169,1329,1163,1814,1019
"7110","chr2",104947223,104949201,188,316,184,286,161
"7111","chr2",105037345,105039167,404,623,261,638,236
"7112","chr2",105041336,105042536,86,209,80,222,78
"7113","chr2",105064647,105066866,122,542,254,477,139
"7114","chr2",105076166,105076629,47,136,28,88,18
"7115","chr2",105078627,105079659,51,214,57,108,39
"7116","chr2",105080473,105082360,60,159,138,170,74
"7117","chr2",105104324,105104980,64,172,81,138,57
"7118","chr2",105125686,105127061,59,182,111,96,101
"7119","chr2",105272273,105272700,38,96,62,109,55
"7120","chr2",105293128,105295001,220,438,168,481,167
"7121","chr2",105308007,105309846,299,719,324,678,236
"7122","chr2",105319913,105321033,117,330,100,320,152
"7123","chr2",105328116,105330371,353,691,390,718,278
"7124","chr2",105336919,105338067,255,549,205,504,156
"7125","chr2",105626278,105626961,94,186,33,154,12
"7126","chr2",105641055,105641903,50,127,93,97,54
"7127","chr2",105643806,105644657,70,139,109,162,61
"7128","chr2",105675421,105676495,92,310,104,166,69
"7129","chr2",105697695,105698178,50,85,66,54,19
"7130","chr2",105743898,105745290,52,182,106,125,57
"7131","chr2",105788195,105789217,52,87,134,99,38
"7132","chr2",105812117,105813191,39,139,77,97,46
"7133","chr2",105862858,105863594,30,76,42,54,29
"7134","chr2",105877838,105878586,28,109,56,56,29
"7135","chr2",105890148,105891442,76,256,175,128,112
"7136","chr2",105913019,105913667,67,87,93,46,42
"7137","chr2",105918699,105920624,256,436,246,318,247
"7138","chr2",106193626,106195071,158,200,171,265,109
"7139","chr2",108121551,108122160,31,37,27,24,12
"7140","chr2",108448468,108450258,212,443,206,379,189
"7141","chr2",108487661,108489242,70,131,61,130,72
"7142","chr2",108533225,108535961,332,592,236,627,250
"7143","chr2",108547386,108548550,83,255,87,171,90
"7144","chr2",108554698,108555823,84,197,123,173,87
"7145","chr2",108556570,108557146,77,154,75,129,39
"7146","chr2",108559152,108561772,655,1364,751,1328,708
"7147","chr2",108565797,108566462,32,74,52,83,38
"7148","chr2",108594180,108594524,50,143,57,144,29
"7149","chr2",108634511,108634901,31,49,27,32,24
"7150","chr2",108636210,108637947,148,301,162,271,102
"7151","chr2",108661775,108663034,220,407,158,552,117
"7152","chr2",108719016,108720858,204,647,196,495,167
"7153","chr2",108776515,108777378,100,228,103,195,80
"7154","chr2",108786355,108787840,124,307,99,266,98
"7155","chr2",108897685,108898393,46,70,31,50,22
"7156","chr2",108916045,108918207,480,536,258,777,229
"7157","chr2",108950296,108951171,150,170,83,145,59
"7158","chr2",108962811,108963052,51,83,47,64,61
"7159","chr2",109217820,109219045,282,383,288,350,129
"7160","chr2",109348810,109349569,137,95,117,125,80
"7161","chr2",109580517,109581013,24,39,42,75,15
"7162","chr2",109592930,109595663,168,445,359,509,303
"7163","chr2",109601787,109602376,23,111,35,68,13
"7164","chr2",109604628,109606584,180,482,231,535,160
"7165","chr2",109611881,109614653,314,550,312,694,262
"7166","chr2",110126832,110127774,50,119,62,85,46
"7167","chr2",110204811,110205278,55,133,46,100,61
"7168","chr2",110211815,110212877,193,358,209,375,158
"7169","chr2",110649950,110651098,174,375,162,310,131
"7170","chr2",110678218,110679085,97,187,82,150,38
"7171","chr2",110857797,110860001,457,983,550,318,621
"7172","chr2",111094656,111095083,34,91,34,70,21
"7173","chr2",111122256,111123360,100,111,68,145,57
"7174","chr2",111155421,111156180,112,114,64,144,91
"7175","chr2",111839111,111839389,28,70,34,65,30
"7176","chr2",111883632,111884741,136,275,158,199,64
"7177","chr2",112053867,112056926,535,979,339,1264,430
"7178","chr2",112071801,112072680,64,202,108,276,52
"7179","chr2",112254406,112255463,211,340,174,354,159
"7180","chr2",112259393,112259835,96,163,81,140,59
"7181","chr2",112274668,112278119,1101,1952,1130,1972,922
"7182","chr2",112278847,112280298,105,282,103,242,97
"7183","chr2",112290300,112291092,69,152,72,167,39
"7184","chr2",112325905,112327550,60,144,64,173,64
"7185","chr2",112480962,112484174,563,1041,477,1303,527
"7186","chr2",112485359,112488574,510,1099,359,1351,511
"7187","chr2",112489264,112495676,2163,3232,1792,4833,1883
"7188","chr2",112501068,112501226,58,83,38,120,22
"7189","chr2",112527030,112531563,1118,1819,784,2387,653
"7190","chr2",112541073,112542630,589,967,507,985,415
"7191","chr2",112551281,112551923,51,143,73,156,47
"7192","chr2",112583271,112585474,622,1170,658,1172,617
"7193","chr2",112588501,112589181,42,144,63,185,70
"7194","chr2",112626511,112627236,100,202,88,224,52
"7195","chr2",112643267,112646793,440,777,459,980,385
"7196","chr2",112708923,112710186,102,160,54,200,76
"7197","chr2",112749210,112750582,73,170,57,240,52
"7198","chr2",112808672,112809865,388,692,243,711,205
"7199","chr2",112818141,112818660,100,143,66,238,50
"7200","chr2",112870386,112871808,230,337,129,532,129
"7201","chr2",112879147,112884887,1455,2189,843,3409,1034
"7202","chr2",113201620,113202755,167,279,106,165,70
"7203","chr2",113217999,113218790,91,94,57,106,68
"7204","chr2",113240108,113240515,37,47,44,68,22
