"","chromosome","start","end","Infant_OPC1","Infant_OPC2","Infant_OPC3","Infant_OPC4","Infant_OPC5"
"19178","chr5",88813937,88814929,147,190,374,476,177
"19179","chr5",88836352,88836906,23,30,35,32,36
"19180","chr5",88881322,88885445,938,1258,1899,2509,824
"19181","chr5",88886317,88887056,40,85,160,207,60
"19182","chr5",88887969,88890420,496,673,961,1392,554
"19183","chr5",88942232,88943271,138,139,248,253,142
"19184","chr5",89014755,89016149,161,209,378,422,156
"19185","chr5",89036814,89037536,140,77,245,177,142
"19186","chr5",89166290,89167380,199,120,218,192,157
"19187","chr5",89443609,89444182,64,88,133,141,67
"19188","chr5",89447290,89448620,133,133,200,238,115
"19189","chr5",89573011,89573875,148,148,237,235,102
"19190","chr5",90111986,90112543,128,75,138,122,86
"19191","chr5",90169585,90171166,287,266,474,450,222
"19192","chr5",90190721,90191856,278,140,235,273,116
"19193","chr5",90265061,90265654,69,102,101,141,52
"19194","chr5",90398231,90400061,188,130,229,284,125
"19195","chr5",90408571,90410906,1138,1024,1166,1886,815
"19196","chr5",90473367,90475329,454,477,507,896,343
"19197","chr5",90476468,90478161,134,94,239,277,102
"19198","chr5",90527966,90530632,643,688,1057,1797,576
"19199","chr5",90598127,90598634,76,60,84,123,65
"19200","chr5",90632328,90633350,114,140,94,269,97
"19201","chr5",90640090,90640955,163,180,192,305,147
"19202","chr5",91042756,91043314,71,52,121,72,52
"19203","chr5",91101728,91102520,37,76,138,175,54
"19204","chr5",91109954,91112267,313,243,588,635,267
"19205","chr5",91114623,91114992,41,52,88,99,44
"19206","chr5",91128423,91129259,112,64,152,167,92
"19207","chr5",91144911,91145749,125,103,160,153,101
"19208","chr5",91164211,91165147,116,83,161,182,98
"19209","chr5",91279588,91281792,324,329,566,800,326
"19210","chr5",91338741,91339440,81,46,116,181,55
"19211","chr5",91371626,91372069,23,24,32,55,28
"19212","chr5",91377063,91384841,3524,2602,4885,7021,2374
"19213","chr5",91599255,91601170,614,363,687,664,376
"19214","chr5",92492776,92493296,55,69,84,90,57
"19215","chr5",92687681,92688793,104,284,328,437,168
"19216","chr5",92850784,92851635,64,117,134,218,54
"19217","chr5",92859549,92862271,314,582,825,1187,356
"19218","chr5",92903896,92904347,43,61,104,145,30
"19219","chr5",92909097,92910242,70,120,147,243,58
"19220","chr5",92926862,92927898,82,120,159,208,58
"19221","chr5",92938125,92940750,225,642,597,1120,227
"19222","chr5",92942382,92943104,30,54,84,93,30
"19223","chr5",92944343,92946865,364,718,786,1120,390
"19224","chr5",92968497,92972480,487,561,662,900,338
"19225","chr5",92977256,92981244,953,1495,1756,2160,769
"19226","chr5",93077852,93079437,301,267,451,536,232
"19227","chr5",93153390,93154202,114,112,149,205,66
"19228","chr5",93249334,93250151,101,133,128,241,87
"19229","chr5",93409614,93410401,112,86,152,152,103
"19230","chr5",93420449,93424067,781,826,1399,1582,697
"19231","chr5",93428994,93430868,279,191,392,468,220
"19232","chr5",93510527,93511443,130,98,195,184,96
"19233","chr5",93532491,93532932,61,50,105,106,68
"19234","chr5",93566083,93566904,90,105,164,238,101
"19235","chr5",93578212,93590473,3164,4751,5575,8114,2925
"19236","chr5",93620718,93623799,251,271,471,578,218
"19237","chr5",93676387,93678046,148,202,395,340,185
"19238","chr5",93777547,93778005,111,79,113,164,104
"19239","chr5",93800789,93801876,130,161,267,294,116
"19240","chr5",93894343,93895368,166,226,323,436,162
"19241","chr5",94057635,94058187,77,51,122,131,42
"19242","chr5",94110640,94112099,336,346,506,808,221
"19243","chr5",94241004,94241704,68,79,154,177,78
"19244","chr5",94250985,94251549,46,53,114,116,63
"19245","chr5",94268333,94268840,83,76,106,109,74
"19246","chr5",94314490,94315344,130,119,190,201,94
"19247","chr5",94617803,94619449,222,261,288,457,148
"19248","chr5",94715595,94716334,117,98,193,159,144
"19249","chr5",94802391,94803433,131,70,232,174,133
"19250","chr5",94806601,94806991,60,40,83,77,64
"19251","chr5",94884175,94887433,337,359,806,872,380
"19252","chr5",94891857,94895219,454,548,972,1146,473
"19253","chr5",94969164,94969803,70,60,123,92,51
"19254","chr5",95048798,95049505,82,62,150,145,79
"19255","chr5",95057747,95058178,48,30,80,101,59
"19256","chr5",95062358,95064682,527,489,939,966,428
"19257","chr5",95068167,95071106,114,160,308,270,144
"19258","chr5",95077910,95082526,735,880,1543,1642,676
"19259","chr5",95283998,95284865,59,134,97,183,76
"19260","chr5",95554442,95555737,458,420,457,676,290
"19261","chr5",95645372,95647786,342,443,497,740,248
"19262","chr5",95664418,95664799,27,42,79,88,14
"19263","chr5",95669307,95670753,132,241,372,415,133
"19264","chr5",95729813,95732582,830,1014,926,1436,614
"19265","chr5",95747143,95749846,309,384,591,732,294
"19266","chr5",95778899,95779859,42,46,99,108,32
"19267","chr5",95780694,95781716,40,95,141,168,49
"19268","chr5",95814221,95816153,87,113,164,208,78
"19269","chr5",95821873,95823128,218,224,282,419,140
"19270","chr5",95855517,95859620,194,173,298,337,125
"19271","chr5",95894400,95896854,258,148,323,359,142
"19272","chr5",95899109,95901136,168,117,212,217,80
"19273","chr5",95907153,95911136,346,259,525,656,268
"19274","chr5",95918288,95919140,85,89,125,185,46
"19275","chr5",95934006,95934687,78,64,138,137,60
"19276","chr5",95936489,95944066,1244,1242,2021,2689,1107
"19277","chr5",95954997,95957113,281,219,447,584,195
"19278","chr5",95958303,95962202,592,746,832,1399,522
"19279","chr5",96226367,96228414,551,342,714,795,340
"19280","chr5",96246419,96248627,818,553,906,1043,563
"19281","chr5",96297352,96297597,63,16,57,45,25
"19282","chr5",96338522,96339235,12,26,48,28,18
"19283","chr5",96432291,96433556,106,98,194,171,97
"19284","chr5",96602642,96603158,98,48,104,112,56
"19285","chr5",96614284,96614598,50,51,85,104,56
"19286","chr5",96629732,96630354,106,66,148,138,75
"19287","chr5",96648801,96649638,82,91,165,157,106
"19288","chr5",96661474,96663396,115,238,140,291,92
"19289","chr5",96700450,96700820,40,27,52,55,30
"19290","chr5",96702084,96704162,252,307,375,753,237
"19291","chr5",96751502,96752263,88,86,168,202,84
"19292","chr5",96775923,96777494,150,56,121,154,108
"19293","chr5",96805548,96806379,36,46,90,94,33
"19294","chr5",96806431,96809141,1195,1012,1094,1866,1001
"19295","chr5",96875775,96877176,327,300,562,598,299
"19296","chr5",96933964,96937582,1529,1884,1714,2602,1212
"19297","chr5",96962831,96963645,37,36,61,49,34
"19298","chr5",96968258,96969120,106,66,132,103,71
"19299","chr5",97098871,97099368,74,91,113,150,73
"19300","chr5",97100408,97102611,716,616,1006,1232,552
"19301","chr5",97118398,97119372,112,80,136,279,108
"19302","chr5",97142261,97143025,47,115,141,167,73
"19303","chr5",97167228,97168050,53,38,66,67,49
"19304","chr5",97182354,97184038,501,445,862,1104,394
"19305","chr5",97504208,97505545,281,140,246,145,143
"19306","chr5",97549641,97551353,183,251,369,464,185
"19307","chr5",97554898,97555359,65,55,92,120,56
"19308","chr5",97584317,97584655,67,27,78,77,38
"19309","chr5",97892102,97893680,347,350,755,744,348
"19310","chr5",97894095,97895350,124,133,330,367,140
"19311","chr5",97997955,97999834,300,354,526,769,219
"19312","chr5",98064083,98065795,73,87,131,137,78
"19313","chr5",98205546,98205892,49,34,48,70,18
"19314","chr5",98284261,98285176,108,59,145,170,90
"19315","chr5",98300063,98303020,414,555,871,1079,389
"19316","chr5",98307479,98312061,543,648,1183,1531,572
"19317","chr5",98313774,98315582,266,231,340,443,172
"19318","chr5",98320216,98321073,45,74,142,156,50
"19319","chr5",98509457,98510991,215,307,369,426,167
"19320","chr5",98767512,98776301,2021,2960,3533,5195,2025
"19321","chr5",98782586,98783637,83,104,129,137,57
"19322","chr5",98785893,98788229,101,223,314,292,182
"19323","chr5",98790459,98791745,86,186,216,256,113
"19324","chr5",98906502,98907354,100,77,192,187,75
"19325","chr5",98910473,98912484,224,354,445,520,269
"19326","chr5",98927032,98930424,1350,1197,1504,2635,1162
"19327","chr5",98938063,98942042,589,402,1236,1649,637
"19328","chr5",98946337,98946829,72,30,105,145,73
"19329","chr5",98973222,98973726,37,42,92,103,65
"19330","chr5",99032505,99033478,58,99,126,129,66
"19331","chr5",100270215,100270847,72,55,145,147,62
"19332","chr5",100534739,100536262,477,448,617,825,347
"19333","chr5",100772169,100773459,159,132,198,218,134
"19334","chr5",101966049,101967230,369,180,582,465,294
"19335","chr5",101968512,101969410,182,57,192,202,113
"19336","chr5",102511631,102512359,118,80,133,154,111
"19337","chr5",102754497,102756483,188,286,333,478,247
"19338","chr5",102864503,102867174,637,789,1262,1413,696
"19339","chr5",102933552,102933964,56,35,75,92,58
"19340","chr5",102937409,102939036,308,229,424,383,224
"19341","chr5",103118852,103121357,808,705,900,1190,582
"19342","chr5",103258306,103261175,449,662,630,1025,346
"19343","chr5",103289669,103292236,281,130,336,318,124
"19344","chr5",103318808,103320224,265,230,418,516,204
"19345","chr5",103366693,103368076,262,391,593,637,284
"19346","chr5",103371007,103372226,96,170,274,315,123
"19347","chr5",103373423,103376286,475,598,1040,1183,455
"19348","chr5",103388354,103391937,671,883,1722,1632,720
"19349","chr5",103392803,103394332,271,256,492,506,170
"19350","chr5",103428227,103429493,211,207,363,367,132
"19351","chr5",103561824,103563245,546,554,704,928,245
"19352","chr5",104573071,104576089,438,364,812,786,392
"19353","chr5",106648841,106651032,313,135,466,433,189
"19354","chr5",106809275,106810603,267,104,212,258,124
"19355","chr5",108100661,108102486,264,255,623,630,219
"19356","chr5",108110783,108111204,33,41,65,113,67
"19357","chr5",108168543,108169929,269,117,432,496,226
"19358","chr5",108378529,108383107,1375,1548,1756,2884,1173
"19359","chr5",108541678,108542265,120,63,91,118,95
"19360","chr5",108644638,108645438,97,48,111,135,87
"19361","chr5",108660822,108661718,176,59,138,159,101
"19362","chr5",108681552,108681911,63,51,98,124,58
"19363","chr5",108685996,108688275,278,106,284,444,123
"19364","chr5",108726754,108729120,597,499,655,976,400
"19365","chr5",108747608,108750031,892,870,1116,1588,713
"19366","chr5",108761138,108763880,225,587,558,673,247
"19367","chr5",108787065,108789291,131,89,161,193,78
"19368","chr5",108826465,108826809,45,15,58,93,32
"19369","chr5",108836437,108837218,142,103,155,163,81
"19370","chr5",108929093,108929623,81,64,91,88,46
"19371","chr5",109105622,109106217,110,80,130,153,111
"19372","chr5",109144364,109145819,201,142,129,138,205
"19373","chr5",109278012,109278561,142,74,169,183,106
"19374","chr5",109301410,109302169,74,61,145,185,80
"19375","chr5",109347285,109347759,90,60,105,97,40
"19376","chr5",109349057,109349860,78,56,128,106,68
"19377","chr5",109399191,109400070,109,96,155,163,82
"19378","chr5",109408282,109412235,1709,1704,2034,3178,1419
"19379","chr5",109412577,109413715,237,145,259,297,180
"19380","chr5",109451129,109452129,156,98,210,322,76
"19381","chr5",109616862,109621102,568,732,692,918,316
"19382","chr5",109627926,109631635,452,673,800,1000,334
"19383","chr5",109644519,109646384,98,63,116,143,54
"19384","chr5",109670100,109670597,82,58,57,84,60
"19385","chr5",109688140,109691310,636,733,778,1201,476
"19386","chr5",109739744,109740540,143,93,150,143,99
"19387","chr5",109748667,109749532,88,69,160,165,103
"19388","chr5",109935851,109936549,203,86,183,155,78
"19389","chr5",109996080,109997418,277,69,175,188,134
"19390","chr5",110256257,110257058,200,119,112,107,72
"19391","chr5",110258005,110259047,219,194,294,256,131
"19392","chr5",110353874,110355963,380,404,665,749,322
"19393","chr5",110652932,110653860,197,169,257,284,137
"19394","chr5",110738399,110740127,316,394,380,788,222
"19395","chr5",111092037,111093068,202,186,217,377,182
"19396","chr5",111223441,111225541,231,389,447,692,353
"19397","chr5",111279274,111281615,554,667,918,1192,620
"19398","chr5",111282267,111283749,100,138,214,280,97
"19399","chr5",111345210,111346759,350,386,584,832,321
"19400","chr5",111374495,111375086,57,66,152,130,63
"19401","chr5",111385235,111385503,48,31,61,80,43
"19402","chr5",111510148,111514092,800,619,1209,1992,827
"19403","chr5",111756763,111758631,723,902,1035,1229,616
"19404","chr5",112160490,112163248,293,419,492,831,307
"19405","chr5",112184709,112188117,323,372,1008,1154,353
"19406","chr5",112190556,112197740,1165,1282,2965,3439,1295
"19407","chr5",112198598,112206389,1712,1659,3863,4839,1780
"19408","chr5",112208620,112210024,188,153,515,421,222
"19409","chr5",112236346,112237732,141,60,217,221,82
"19410","chr5",112284086,112284872,149,72,240,228,111
"19411","chr5",112318286,112318763,66,60,137,116,49
"19412","chr5",112338984,112339382,44,44,75,62,32
"19413","chr5",112385838,112386342,84,79,161,154,71
"19414","chr5",112417796,112420876,569,633,866,1286,582
"19415","chr5",112475595,112476382,184,66,169,192,128
"19416","chr5",112551423,112555559,363,560,1068,1184,492
"19417","chr5",112575880,112577390,204,251,632,567,300
"19418","chr5",112593609,112595309,475,709,751,1045,434
"19419","chr5",112625627,112626216,96,32,130,90,70
"19420","chr5",112636007,112639248,320,352,588,475,289
"19421","chr5",112640357,112640737,21,43,37,43,19
"19422","chr5",112664800,112665428,55,71,75,88,46
"19423","chr5",112669185,112670176,128,114,297,373,134
"19424","chr5",112684552,112685129,62,64,115,136,59
"19425","chr5",112706626,112709252,833,1037,1105,1591,720
"19426","chr5",112713154,112713711,61,84,87,149,84
"19427","chr5",112737025,112743790,1512,1873,2644,3443,1213
"19428","chr5",112753528,112754180,64,32,99,92,46
"19429","chr5",112756987,112758123,93,132,217,248,96
"19430","chr5",112799452,112801721,198,266,412,432,138
"19431","chr5",112860799,112861936,280,198,319,521,165
"19432","chr5",112866543,112868304,374,219,462,546,228
"19433","chr5",112880069,112880600,56,62,97,143,57
"19434","chr5",112895539,112896292,98,102,180,184,87
"19435","chr5",112907016,112907863,109,94,134,134,78
"19436","chr5",112920806,112923068,635,629,649,1003,484
"19437","chr5",112958139,112958680,44,69,118,109,47
"19438","chr5",112975805,112977804,592,621,683,1033,453
"19439","chr5",113043304,113043936,47,90,122,140,48
"19440","chr5",113059431,113059823,88,63,103,77,91
"19441","chr5",113118428,113119715,158,143,264,217,192
"19442","chr5",113124033,113124805,118,56,154,158,81
"19443","chr5",113140913,113142168,146,76,243,247,110
"19444","chr5",113203285,113204697,163,143,282,247,147
"19445","chr5",113213545,113214348,121,35,140,85,85
"19446","chr5",113274816,113275509,111,79,226,145,87
"19447","chr5",113293989,113295520,276,270,427,426,247
"19448","chr5",113487754,113489070,156,226,279,432,190
"19449","chr5",113513336,113515988,705,622,902,1386,561
"19450","chr5",113562219,113563553,207,94,287,228,126
"19451","chr5",113597437,113598400,90,74,183,133,72
"19452","chr5",113806401,113807944,310,248,539,396,256
"19453","chr5",114017957,114018683,107,136,223,241,101
"19454","chr5",114039724,114040232,50,103,108,114,80
"19455","chr5",114054125,114056806,544,840,936,1263,514
"19456","chr5",114058889,114061549,416,441,652,740,304
"19457","chr5",114204718,114205201,91,71,113,137,54
"19458","chr5",114360340,114365159,1024,1595,2079,2905,984
"19459","chr5",114370529,114371957,86,168,373,270,125
"19460","chr5",114373189,114375339,218,352,703,687,206
"19461","chr5",114380157,114382011,164,248,557,632,206
"19462","chr5",114383866,114395191,1444,2074,4239,4788,1724
"19463","chr5",114403208,114404165,98,202,349,377,118
"19464","chr5",114407656,114408129,36,59,125,135,58
"19465","chr5",114414319,114420872,1030,1338,2516,2842,1131
"19466","chr5",114422086,114422868,78,121,214,247,92
"19467","chr5",114434085,114438800,618,847,1557,1851,548
"19468","chr5",114448342,114453654,463,1010,1626,1940,608
"19469","chr5",114461271,114461639,25,54,120,105,47
"19470","chr5",114490326,114491180,95,113,214,214,88
"19471","chr5",114738716,114739802,114,176,277,272,72
"19472","chr5",114857714,114858485,117,88,172,137,99
"19473","chr5",115262114,115263441,373,423,506,842,295
"19474","chr5",115295799,115296690,136,162,179,323,120
"19475","chr5",115328799,115330108,259,154,279,173,152
"19476","chr5",115335500,115337390,314,286,546,553,263
"19477","chr5",115416777,115417893,66,78,150,156,86
"19478","chr5",115450019,115451065,159,175,319,273,187
"19479","chr5",115454609,115457915,468,410,836,756,318
"19480","chr5",115471585,115473354,206,252,470,469,192
"19481","chr5",115509467,115511433,307,259,638,693,258
"19482","chr5",115539565,115545340,1135,1736,1754,2931,1013
"19483","chr5",115570598,115573314,407,555,1092,1112,378
"19484","chr5",115578883,115579700,120,98,169,207,68
"19485","chr5",115599443,115603261,702,873,1180,1799,718
"19486","chr5",115624236,115626793,460,448,567,1055,328
"19487","chr5",115633597,115634854,74,192,340,516,142
"19488","chr5",115636361,115637542,90,152,269,272,102
"19489","chr5",115815419,115817477,1021,1114,1279,1728,907
"19490","chr5",115818620,115819440,69,61,196,213,54
"19491","chr5",115840734,115842829,696,687,706,1273,448
