"","chromosome","start","end","Infant_MO1","Infant_MO2","Infant_MO3","Infant_MO4","Infant_MO5"
"14921","chr4",143363784,143364778,133,116,102,164,92
"14922","chr4",143365228,143367242,217,187,229,347,113
"14923","chr4",143369508,143370565,163,132,161,177,112
"14924","chr4",143372114,143445800,21146,28376,40561,56659,24165
"14925","chr4",143449811,143468163,3058,3309,5027,6768,2881
"14926","chr4",143468665,143483836,2750,3236,5031,6966,2807
"14927","chr4",143484274,143486227,305,262,346,494,223
"14928","chr4",143513164,143515835,854,845,895,1716,1017
"14929","chr4",143531402,143532041,76,69,89,109,42
"14930","chr4",143550495,143551365,148,113,93,158,122
"14931","chr4",143558795,143559652,89,129,74,121,96
"14932","chr4",143581267,143582194,170,113,71,68,88
"14933","chr4",144203922,144204703,151,82,86,135,171
"14934","chr4",144575205,144575990,135,78,112,217,84
"14935","chr4",144643231,144668046,4605,6622,8555,12571,5015
"14936","chr4",144672223,144678170,689,721,796,1025,556
"14937","chr4",144679302,144683715,633,580,861,967,550
"14938","chr4",144685013,144695339,1400,1467,2130,2310,1222
"14939","chr4",144695858,144697499,231,173,206,237,179
"14940","chr4",144698155,144724991,6104,6854,9621,12011,5783
"14941","chr4",144726822,144730468,516,584,533,778,336
"14942","chr4",144731837,144735557,709,798,901,1140,672
"14943","chr4",144736487,144741013,670,623,826,1072,541
"14944","chr4",144741950,144742714,127,78,144,179,78
"14945","chr4",144743187,144746250,266,251,378,407,159
"14946","chr4",144753156,144755225,242,236,438,367,180
"14947","chr4",145039131,145039459,82,28,49,82,35
"14948","chr4",145097465,145101817,1342,733,1052,1836,1052
"14949","chr4",145132459,145133397,115,155,163,217,100
"14950","chr4",145144410,145148606,883,441,650,915,508
"14951","chr4",145154574,145155706,127,121,164,240,98
"14952","chr4",145176855,145181434,1117,865,828,1868,1044
"14953","chr4",145481320,145484417,540,356,388,812,459
"14954","chr4",145524414,145526385,142,310,549,757,246
"14955","chr4",145541193,145541908,233,100,161,195,135
"14956","chr4",145618093,145620004,348,438,385,858,331
"14957","chr4",145730004,145731472,81,120,118,218,82
"14958","chr4",145732109,145736074,331,622,620,1112,576
"14959","chr4",145772931,145774330,77,112,125,213,99
"14960","chr4",145785515,145786989,184,128,231,328,122
"14961","chr4",145818482,145820856,461,386,477,762,370
"14962","chr4",145827541,145828957,132,106,106,216,106
"14963","chr4",145838646,145841010,722,530,769,1105,596
"14964","chr4",145847009,145849015,520,803,816,1062,506
"14965","chr4",145851024,145852935,297,294,430,604,288
"14966","chr4",145868425,145871970,447,513,647,863,415
"14967","chr4",145878773,145888942,3439,3340,4444,6971,3149
"14968","chr4",145891393,145891960,92,97,122,169,69
"14969","chr4",145896351,145898888,452,208,263,450,236
"14970","chr4",145926891,145927843,228,154,267,255,190
"14971","chr4",145929586,145939952,2295,2649,2972,5219,2441
"14972","chr4",146175307,146176513,500,364,327,576,381
"14973","chr4",146186285,146187805,366,94,144,265,178
"14974","chr4",146366403,146369606,483,326,533,863,344
"14975","chr4",146370105,146370773,84,62,127,146,95
"14976","chr4",146488693,146491400,260,255,374,260,482
"14977","chr4",146520932,146522928,321,330,282,681,344
"14978","chr4",147042104,147042441,47,26,46,104,52
"14979","chr4",147158238,147158576,49,37,43,73,46
"14980","chr4",147285255,147286409,268,152,298,310,234
"14981","chr4",147525068,147525410,95,20,61,77,32
"14982","chr4",147586486,147588108,663,599,802,1076,604
"14983","chr4",147588658,147590825,207,274,318,517,235
"14984","chr4",147616898,147617857,193,215,228,501,210
"14985","chr4",147628354,147629282,217,82,109,154,120
"14986","chr4",147682771,147684783,273,255,282,647,255
"14987","chr4",147866428,147866892,48,85,113,159,72
"14988","chr4",148177304,148177838,78,26,76,155,51
"14989","chr4",148235563,148236828,314,66,116,391,150
"14990","chr4",148355496,148356080,94,32,21,120,72
"14991","chr4",148375688,148377722,360,149,308,763,449
"14992","chr4",148440308,148443078,262,366,407,895,266
"14993","chr4",149409242,149409811,26,28,27,81,8
"14994","chr4",150077791,150079194,136,145,92,328,104
"14995","chr4",150216601,150217702,156,104,237,540,188
"14996","chr4",150251822,150252189,83,32,29,65,45
"14997","chr4",150259879,150260209,87,45,71,94,52
"14998","chr4",150418900,150419530,118,44,86,121,117
"14999","chr4",150501214,150502707,524,94,94,280,237
"15000","chr4",150679099,150679981,229,104,177,259,166
"15001","chr4",150683886,150684483,133,93,83,102,81
"15002","chr4",151014112,151016678,398,679,658,1300,538
"15003","chr4",151099269,151100679,293,226,192,546,245
"15004","chr4",151114156,151114940,130,116,99,174,71
"15005","chr4",151117010,151118467,162,148,151,306,100
"15006","chr4",151120833,151123855,304,330,446,506,203
"15007","chr4",151136671,151138562,230,162,219,351,164
"15008","chr4",151139068,151140960,329,246,333,486,172
"15009","chr4",151143948,151145628,213,160,240,273,120
"15010","chr4",151151770,151152728,141,93,105,188,92
"15011","chr4",151163824,151164683,276,122,143,245,131
"15012","chr4",151165090,151167084,265,183,231,449,172
"15013","chr4",151168860,151172993,367,433,623,1108,417
"15014","chr4",151173146,151178441,550,563,683,1000,430
"15015","chr4",151181299,151182926,194,180,245,435,193
"15016","chr4",151183497,151185699,347,281,363,594,230
"15017","chr4",151187022,151189239,296,200,321,562,228
"15018","chr4",151190475,151191757,265,195,153,342,167
"15019","chr4",151192509,151193671,109,83,115,223,86
"15020","chr4",151195402,151208711,3680,4129,6012,9275,3799
"15021","chr4",151210961,151212862,188,190,255,441,160
"15022","chr4",151216568,151222425,658,543,811,1317,490
"15023","chr4",151225045,151230829,1311,1590,2401,3794,1333
"15024","chr4",151231078,151236110,938,763,952,1697,708
"15025","chr4",151237140,151240086,613,472,752,1195,482
"15026","chr4",151242353,151245440,333,266,291,535,224
"15027","chr4",151250547,151251020,53,40,49,92,57
"15028","chr4",151251677,151252898,239,124,146,329,158
"15029","chr4",151255877,151256331,72,48,39,62,44
"15030","chr4",151257734,151259545,309,100,178,274,165
"15031","chr4",151261436,151264644,707,242,524,702,457
"15032","chr4",151270419,151272120,486,257,407,645,340
"15033","chr4",151274350,151274907,105,69,98,104,65
"15034","chr4",151276236,151278142,388,323,540,898,363
"15035","chr4",151278620,151281802,366,232,351,553,237
"15036","chr4",151282964,151283767,93,38,89,130,54
"15037","chr4",151287790,151288990,177,103,116,283,112
"15038","chr4",151291065,151292051,227,103,147,244,109
"15039","chr4",151293442,151298669,1021,865,1073,1888,882
"15040","chr4",151301659,151306866,666,789,1175,1679,713
"15041","chr4",151313433,151315776,686,428,602,1114,459
"15042","chr4",151316165,151317941,279,208,281,444,237
"15043","chr4",151320009,151326127,1603,1356,1734,3144,1471
"15044","chr4",151356230,151363070,1192,958,1941,3183,1112
"15045","chr4",151537332,151538705,443,209,435,543,278
"15046","chr4",151714404,151718313,537,718,1066,1461,590
"15047","chr4",151723218,151724082,219,121,188,173,126
"15048","chr4",151760651,151761485,119,175,173,392,168
"15049","chr4",152021589,152023078,214,250,427,766,268
"15050","chr4",152352301,152353075,97,108,68,206,79
"15051","chr4",152535762,152537134,150,154,189,345,153
"15052","chr4",152696241,152697501,411,120,175,256,154
"15053","chr4",152778754,152780760,245,345,375,925,313
"15054","chr4",152785101,152786853,163,173,286,372,174
"15055","chr4",152801348,152802411,127,68,154,193,69
"15056","chr4",152845103,152846241,125,145,272,285,105
"15057","chr4",152846942,152847104,27,38,57,86,37
"15058","chr4",152900611,152901998,112,169,281,273,118
"15059","chr4",153083068,153091429,2772,4743,6129,7614,3222
"15060","chr4",153095299,153095744,22,43,72,72,25
"15061","chr4",153126308,153133084,847,1953,2541,3271,1117
"15062","chr4",153133493,153134494,59,101,105,123,52
"15063","chr4",153136424,153150397,2618,3871,4749,6322,3100
"15064","chr4",153151356,153154386,429,474,636,856,387
"15065","chr4",153155437,153174939,5261,7044,9742,11993,5890
"15066","chr4",153178149,153178775,60,70,108,87,55
"15067","chr4",153180968,153181614,36,38,71,63,38
"15068","chr4",153184361,153186159,144,200,375,173,138
"15069","chr4",153186906,153193144,544,599,1108,878,589
"15070","chr4",153193687,153195704,64,153,169,127,71
"15071","chr4",153198225,153199459,62,70,102,107,68
"15072","chr4",153200256,153200988,93,91,95,100,79
"15073","chr4",153202090,153217854,2568,2417,3928,5282,2283
"15074","chr4",153219618,153234909,1860,1546,1966,2788,1379
"15075","chr4",153242421,153243976,232,157,138,228,130
"15076","chr4",153245734,153262783,3138,1995,2449,4283,2050
"15077","chr4",153263440,153264727,201,138,163,202,95
"15078","chr4",153276209,153277572,127,146,103,173,63
"15079","chr4",153281219,153282269,190,81,116,188,99
"15080","chr4",153291969,153294513,295,225,230,420,198
"15081","chr4",153295436,153301956,1074,611,772,1143,669
"15082","chr4",153317689,153319295,196,192,234,365,147
"15083","chr4",153320032,153320430,67,44,70,74,31
"15084","chr4",153321419,153324224,248,302,284,445,229
"15085","chr4",153324773,153325944,164,87,124,179,92
"15086","chr4",153326418,153328002,159,181,165,234,106
"15087","chr4",153329552,153331297,149,113,159,210,82
"15088","chr4",153338693,153339049,41,42,47,81,30
"15089","chr4",153340092,153344780,919,717,796,1157,575
"15090","chr4",153465825,153469351,248,348,392,498,209
"15091","chr4",153485616,153489623,1075,591,845,854,554
"15092","chr4",153535730,153536592,151,124,126,149,84
"15093","chr4",153537740,153540826,642,859,835,796,566
"15094","chr4",153541112,153542086,70,88,68,91,58
"15095","chr4",153552701,153554160,324,184,200,205,199
"15096","chr4",153563680,153565999,800,1012,1216,1078,722
"15097","chr4",153574215,153575253,76,106,169,107,70
"15098","chr4",153603058,153604822,422,180,220,206,190
"15099","chr4",153635709,153636154,22,29,66,40,28
"15100","chr4",154320033,154320988,296,102,111,283,168
"15101","chr4",154332593,154333651,175,156,142,317,146
"15102","chr4",154549879,154550868,125,174,247,509,191
"15103","chr4",154592603,154595396,891,712,872,1200,681
"15104","chr4",154707797,154708445,149,52,118,158,105
"15105","chr4",154737721,154739927,141,136,222,316,112
"15106","chr4",154741912,154742791,27,85,71,179,58
"15107","chr4",155160072,155163017,254,128,205,289,1200
"15108","chr4",155758589,155759634,114,195,165,428,135
"15109","chr4",155778100,155778971,107,162,105,215,78
"15110","chr4",155801617,155803043,444,287,366,512,314
"15111","chr4",155952495,155954790,1365,1133,1514,2537,1330
"15112","chr4",155957513,155972943,3493,3040,5019,8694,2980
"15113","chr4",155999590,156000136,76,62,100,136,48
"15114","chr4",156010418,156010918,86,39,72,80,53
"15115","chr4",156011767,156012468,104,76,78,120,58
"15116","chr4",156015519,156016247,75,55,89,133,53
"15117","chr4",156290968,156292379,420,94,138,238,217
"15118","chr4",156694167,156696049,336,283,279,36,399
"15119","chr4",156763652,156764546,111,64,123,84,78
"15120","chr4",156767660,156768922,328,316,557,480,324
"15121","chr4",156769958,156773039,523,678,827,662,490
"15122","chr4",156773051,156774567,138,168,168,159,68
"15123","chr4",156802675,156804098,224,126,211,145,151
"15124","chr4",156804780,156805655,156,64,114,126,91
"15125","chr4",156879377,156879872,115,35,77,65,68
"15126","chr4",156896362,156897423,169,33,115,117,104
"15127","chr4",156941719,156942479,145,84,132,178,106
"15128","chr4",156943563,156949044,845,518,836,770,668
"15129","chr4",156961781,156962679,123,113,159,113,107
"15130","chr4",156968810,156970253,152,218,303,295,140
"15131","chr4",156970490,156972140,182,177,132,297,190
"15132","chr4",157035143,157035928,181,50,150,270,132
"15133","chr4",157075771,157076800,250,130,149,339,161
"15134","chr4",157079383,157079911,124,43,110,167,124
"15135","chr4",157110713,157111882,428,154,213,257,319
"15136","chr4",157192440,157193195,201,36,102,87,140
"15137","chr4",157219140,157229876,3797,4210,5501,8734,4017
"15138","chr4",157231688,157236930,625,682,1109,1837,678
"15139","chr4",157237374,157238520,52,105,124,266,81
"15140","chr4",157241229,157248478,2983,3246,4824,6873,3034
"15141","chr4",157259103,157260871,317,151,382,511,221
"15142","chr4",157280556,157281737,114,68,154,176,81
"15143","chr4",157286765,157287854,112,79,145,248,72
"15144","chr4",157289396,157291626,171,133,279,410,157
"15145","chr4",157294587,157295115,145,84,106,136,60
"15146","chr4",157318793,157319440,124,103,146,157,82
"15147","chr4",157349828,157352006,370,278,553,635,304
"15148","chr4",157363250,157363824,80,70,102,117,70
"15149","chr4",157420868,157422002,378,76,109,187,167
"15150","chr4",157509082,157509813,266,75,129,183,140
"15151","chr4",157674310,157675084,174,50,68,200,105
"15152","chr4",157978686,157979326,127,70,76,214,94
"15153","chr4",158120855,158121174,67,51,68,56,35
"15154","chr4",158145540,158148188,903,912,1274,1878,1018
"15155","chr4",158165958,158167082,90,112,178,188,110
"15156","chr4",158170124,158170404,24,49,29,78,17
"15157","chr4",158171888,158174382,188,343,460,571,201
"15158","chr4",158182012,158182547,60,85,133,107,43
"15159","chr4",158190144,158198048,1113,1893,3081,3249,1403
"15160","chr4",158206665,158266915,15559,23658,35296,44861,19431
"15161","chr4",158268259,158271092,166,211,348,389,195
"15162","chr4",158272704,158276328,218,306,589,743,293
"15163","chr4",158281990,158282758,84,84,147,126,47
"15164","chr4",158669842,158673047,1012,734,878,1755,913
"15165","chr4",158722367,158723921,514,396,402,856,436
"15166","chr4",158766622,158779481,2295,2634,3739,5349,2191
"15167","chr4",158781956,158784722,379,251,441,549,279
"15168","chr4",158785892,158787095,189,89,166,256,116
"15169","chr4",158791586,158793880,359,212,318,337,231
"15170","chr4",158794524,158795628,245,170,241,252,189
"15171","chr4",158805379,158806640,189,142,174,219,100
"15172","chr4",158810176,158811474,193,103,179,222,121
"15173","chr4",158814421,158815181,110,69,119,150,72
"15174","chr4",158824123,158826352,202,164,280,295,129
"15175","chr4",158826831,158829285,189,151,260,400,114
"15176","chr4",158835433,158838313,587,457,696,688,372
"15177","chr4",158841303,158842038,79,56,77,81,43
"15178","chr4",158845435,158846188,100,67,114,124,58
"15179","chr4",158849898,158851358,115,168,225,299,79
"15180","chr4",158853952,158856202,241,166,275,305,161
"15181","chr4",158857138,158857451,47,39,64,70,44
"15182","chr4",158861403,158863032,295,140,208,328,158
"15183","chr4",158870549,158872206,158,86,198,196,95
"15184","chr4",158894575,158896954,467,272,492,593,268
"15185","chr4",158962780,158963051,46,26,52,62,25
"15186","chr4",159102479,159106077,539,421,557,970,498
"15187","chr4",159116015,159118385,917,482,520,471,594
"15188","chr4",159166771,159169216,628,216,319,346,341
"15189","chr4",159197009,159198183,289,155,183,346,189
"15190","chr4",159200965,159201561,137,62,92,147,76
"15191","chr4",159202959,159203533,41,52,98,92,58
"15192","chr4",159203609,159205121,298,227,229,403,207
"15193","chr4",159206863,159207686,158,112,128,198,103
"15194","chr4",159213682,159214639,186,89,133,171,104
"15195","chr4",159216443,159217461,288,116,214,213,146
"15196","chr4",159221098,159222900,416,266,400,498,292
"15197","chr4",159226343,159233641,2039,1714,2630,3296,1891
"15198","chr4",159234415,159259571,5834,6810,8887,12987,5831
"15199","chr4",159261193,159264313,811,757,1161,1522,726
"15200","chr4",159265117,159276256,3394,4075,5704,7775,3212
"15201","chr4",159278160,159285009,1168,1039,1336,1751,825
"15202","chr4",159293190,159300082,1394,1251,1743,2206,1054
"15203","chr4",159307849,159309682,317,234,357,481,219
"15204","chr4",159314120,159321555,893,789,1167,1458,684
"15205","chr4",159330871,159331084,64,40,61,37,40
"15206","chr4",159338279,159338960,92,102,98,132,71
"15207","chr4",159339151,159339999,104,70,107,147,53
"15208","chr4",159341268,159342256,115,119,86,163,78
"15209","chr4",159352045,159356411,581,516,568,753,353
